"","id","famrel_1997","sex","bmonth","byear","praised","prelpref","psraised","psrelpref","agemon_1997","ageyear_1997","samplesype","race","famrel_1998","agemon_1998","ageyear_1998","famrel_1999","agemon_1999","ageyear_1999","famrel_2000","attend_2000","agemon_2000","ageyear_2000","attend_2001","agemon_2001","ageyear_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","ageyear_2002","agemon_2003","ageyear_2003","attend_2003","agemon_2004","ageyear_2004","attend_2004","agemon_2005","ageyear_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","ageyear_2006","attend_2006","agemon_2007","ageyear_2007","attend_2007","agemon_2008","ageyear_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","ageyear_2009","attend_2009","agemon_2010","ageyear_2010","attend_2010","attcat_2000","attcat_2001","attcat_2002","attcat_2003","attcat_2004","attcat_2005","attcat_2006","attcat_2007","attcat_2008","attcat_2009","attcat_2010","transcat_2001","transcat_2002","transcat_2003","transcat_2004","transcat_2005","transcat_2006","transcat_2007","transcat_2008","transcat_2009","transcat_2010"
"1450",1452,1,1,3,1983,1,1,2,2,172,14,1,2,1,188,15,1,200,16,0,3,213,17,3,226,18,3,1,0,0,1,0,236,19,248,20,5,260,21,5,274,22,27,3,1,0,NA,1,0,284,23,3,296,24,2,308,25,12,3,1,0,0,1,0,320,26,5,337,28,5,"2","2","2","2","2","2","2","1","2","2","2","22","22","22","22","22","22","21","12","22","22"
"1451",1453,-4,2,11,1981,15,15,15,15,183,15,1,4,-4,204,17,-4,217,18,-4,3,229,19,3,241,20,3,0,0,0,1,0,253,21,264,21,2,277,23,2,289,24,15,2,0,0,0,1,0,300,25,3,312,26,2,323,26,15,2,1,0,0,1,0,335,27,2,348,29,3,"2","2","2","1","1","1","2","1","1","1","2","22","22","21","11","11","12","21","11","11","12"
"1452",1454,-4,2,4,1981,16,16,16,16,195,16,1,4,-4,211,17,-4,224,18,-4,2,236,19,1,247,20,1,0,0,1,1,0,260,21,271,22,2,285,23,2,296,24,16,2,0,0,1,1,1,307,25,2,318,26,1,330,27,16,5,1,0,0,1,0,342,28,4,355,29,4,"1","1","1","1","1","1","1","1","2","2","2","11","11","11","11","11","11","11","12","22","22"
"1453",1455,1,1,10,1983,16,16,16,16,165,13,1,4,0,181,15,1,193,16,0,3,206,17,3,217,18,3,0,0,0,0,0,230,19,242,20,4,254,21,3,265,22,16,2,0,0,0,1,0,277,23,2,289,24,3,303,25,16,2,0,0,0,NA,0,312,25,2,325,27,2,"2","2","2","2","2","1","1","2","1","1","1","22","22","22","22","21","11","12","21","11","11"
"1455",1457,0,1,3,1983,15,15,15,15,171,14,1,4,4,189,15,0,199,16,1,3,213,17,3,225,18,2,0,0,0,1,0,237,19,250,20,2,261,21,2,272,22,15,2,0,0,0,1,0,284,23,2,295,24,2,308,25,15,2,0,0,0,1,0,319,26,2,332,27,2,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"1457",1459,3,2,11,1984,1,1,-4,-4,149,12,1,4,1,168,14,1,181,15,1,5,194,16,5,209,17,3,1,0,1,1,1,219,18,232,19,3,245,20,3,255,21,1,3,1,0,1,1,0,265,22,3,275,22,2,289,24,1,3,1,0,1,1,0,299,24,3,312,26,2,"2","2","2","2","2","2","2","1","2","2","1","22","22","22","22","22","22","21","12","22","21"
"1458",1460,1,1,4,1984,5,4,4,4,158,13,1,4,1,177,14,1,190,15,1,6,199,16,5,213,17,4,0,0,1,1,1,225,18,236,19,6,248,20,6,260,21,4,6,0,1,1,1,1,273,22,6,283,23,6,295,24,4,6,1,1,1,1,1,307,25,6,318,26,7,"3","2","2","3","3","3","3","3","3","3","3","32","22","23","33","33","33","33","33","33","33"
"1459",1461,-4,1,10,1981,-4,-4,-4,-4,186,15,1,4,-4,205,17,-4,217,18,-4,2,231,19,2,241,20,1,1,0,1,1,0,254,21,265,22,1,278,23,2,289,24,1,6,1,0,1,1,1,302,25,2,313,26,1,325,27,1,1,1,0,1,1,0,336,28,1,349,29,1,"1","1","1","1","1","3","1","1","1","1","1","11","11","11","11","13","31","11","11","11","11"
"1460",1462,1,2,10,1984,-4,-4,-4,-4,150,12,1,4,1,169,14,0,181,15,0,2,195,16,2,205,17,2,0,0,0,1,0,218,18,229,19,2,243,20,1,255,21,1,2,0,0,0,1,0,267,22,1,278,23,1,289,24,1,1,0,0,0,1,0,301,25,1,313,26,3,"1","1","1","1","1","1","1","1","1","1","2","11","11","11","11","11","11","11","11","11","12"
"1461",1463,-4,1,5,1980,-4,-4,-4,-4,216,18,1,4,-4,223,18,-4,235,19,-4,1,247,20,2,263,21,1,0,0,0,0,0,271,22,283,23,1,295,24,1,308,25,26,1,0,0,0,0,0,320,26,1,330,27,1,341,28,25,1,0,0,0,NA,0,353,29,1,366,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1464",1466,1,2,1,1982,1,1,1,1,185,15,1,1,0,206,17,0,216,18,0,3,227,18,3,239,19,3,1,1,1,1,1,251,20,262,21,3,276,23,6,286,23,12,6,0,0,1,1,1,298,24,6,309,25,3,323,26,27,2,0,0,1,1,0,334,27,2,348,29,2,"2","2","2","2","3","3","3","2","1","1","1","22","22","22","23","33","33","32","21","11","11"
"1466",1468,-4,1,12,1981,1,2,-4,-4,184,15,1,1,-4,203,16,-4,215,17,-4,2,228,19,1,240,19,1,1,0,0,1,0,251,20,262,21,1,276,22,1,288,23,1,1,1,0,1,1,0,298,24,1,310,25,2,324,26,2,2,1,0,0,1,0,336,27,1,352,29,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1468",1470,0,2,10,1982,1,1,2,2,176,14,1,1,1,194,16,2,208,17,3,3,217,18,6,230,19,2,1,1,1,1,0,241,20,254,21,3,267,22,3,278,23,1,2,1,0,1,1,1,291,24,3,301,25,5,312,25,2,2,1,1,1,1,0,323,26,6,336,27,5,"2","3","1","2","2","1","2","2","1","3","2","23","31","12","22","21","12","22","21","13","32"
"1469",1471,1,1,6,1984,1,1,2,2,156,12,1,1,0,174,14,0,188,15,1,2,198,16,2,210,17,2,1,1,1,1,0,221,18,235,19,1,247,20,2,258,21,1,1,1,1,1,1,1,271,22,1,282,23,4,295,24,1,2,1,1,1,1,1,303,25,2,316,26,2,"1","1","1","1","1","1","1","2","1","1","1","11","11","11","11","11","11","12","21","11","11"
"1470",1472,1,2,4,1983,11,11,-4,-4,171,14,1,1,1,190,15,-2,203,16,0,1,213,17,4,224,18,1,1,0,1,0,0,240,20,246,20,1,265,22,4,276,23,1,4,1,1,1,1,1,285,23,2,294,24,2,306,25,13,2,1,1,1,1,1,318,26,2,331,27,5,"1","2","1","1","2","2","1","1","1","1","2","12","21","11","12","22","21","11","11","11","12"
"1471",1473,7,1,12,1983,2,2,-4,-4,160,13,1,1,7,180,14,7,191,15,5,6,205,17,6,216,17,6,1,1,1,1,0,228,18,239,19,4,254,21,5,263,21,2,5,1,1,1,1,1,275,22,5,288,23,5,298,24,2,5,0,NA,1,1,0,310,25,3,323,26,3,"3","3","3","2","2","2","2","2","2","2","2","33","33","32","22","22","22","22","22","22","22"
"1473",1475,1,2,6,1983,1,2,6,6,169,14,1,2,3,185,15,1,197,16,5,6,210,17,7,223,18,6,1,0,1,1,1,233,19,249,20,7,259,21,3,272,22,27,7,1,0,1,1,1,281,23,7,293,24,7,305,25,12,7,1,0,1,1,1,315,26,8,330,27,7,"3","3","3","3","2","3","3","3","3","3","3","33","33","33","32","23","33","33","33","33","33"
"1474",1476,-4,2,4,1981,13,13,2,13,193,16,1,1,-4,213,17,-4,223,18,-4,7,236,19,7,247,20,7,1,1,1,1,1,259,21,271,22,7,284,23,7,296,24,31,7,1,1,1,NA,1,308,25,7,319,26,7,330,27,31,7,1,1,1,1,1,342,28,7,355,29,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"1475",1477,5,2,12,1983,13,13,2,13,161,13,1,1,3,181,15,4,191,15,3,7,204,17,7,215,17,7,1,1,1,0,1,227,18,239,19,7,252,21,7,265,22,31,7,1,1,1,0,1,275,22,7,287,23,7,299,24,31,7,1,1,1,1,1,309,25,7,324,27,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"1476",1478,0,1,9,1983,5,2,-4,-4,165,13,1,1,-4,182,15,1,195,16,0,6,208,17,6,219,18,6,1,1,1,1,0,230,19,242,20,3,254,21,5,267,22,2,6,1,1,1,1,1,277,23,6,290,24,7,302,25,2,7,1,1,1,1,1,313,26,6,327,27,6,"3","3","3","2","2","3","3","3","3","3","3","33","33","32","22","23","33","33","33","33","33"
"1480",1482,-4,1,12,1981,2,2,-4,-4,184,15,1,1,-4,207,17,-4,217,18,-4,2,231,19,2,243,20,2,0,1,1,1,1,255,21,265,22,2,278,23,2,288,23,2,2,0,NA,1,1,1,302,25,2,311,25,3,326,27,2,4,0,0,1,1,0,336,27,2,351,29,6,"1","1","1","1","1","1","1","2","2","1","3","11","11","11","11","11","11","12","22","21","13"
"1481",1483,2,1,2,1984,1,1,-4,-4,169,14,1,2,0,176,14,0,189,15,1,3,201,16,6,214,17,3,0,1,0,0,0,226,18,237,19,3,250,20,3,262,21,1,1,0,1,0,1,0,274,22,1,285,23,3,298,24,1,2,0,1,0,1,0,309,25,1,321,26,2,"2","3","2","2","2","1","1","2","1","1","1","23","32","22","22","21","11","12","21","11","11"
"1482",1484,-4,1,8,1980,2,3,2,3,200,16,1,4,-4,221,18,-4,231,19,-4,2,244,20,2,257,21,3,0,0,0,1,0,268,22,279,23,2,291,24,2,305,25,3,2,NA,NA,NA,1,0,315,26,2,327,27,2,338,28,2,2,0,0,1,1,0,351,29,2,363,30,2,"1","1","2","1","1","1","1","1","1","1","1","11","12","21","11","11","11","11","11","11","11"
"1483",1485,1,1,4,1983,2,3,2,3,168,13,1,4,1,189,15,1,199,16,1,5,212,17,5,225,18,4,1,0,1,1,0,236,19,247,20,2,259,21,2,273,22,3,1,0,0,0,1,0,283,23,2,295,24,2,306,25,3,2,0,1,0,1,0,319,26,2,331,27,2,"2","2","2","1","1","1","1","1","1","1","1","22","22","21","11","11","11","11","11","11","11"
"1486",1488,-4,1,4,1980,25,25,10,24,204,17,1,4,-4,224,18,-4,235,19,-4,1,248,20,1,260,21,1,0,0,0,0,0,273,22,283,23,1,296,24,1,309,25,27,1,0,0,1,1,0,320,26,1,331,27,1,343,28,25,1,0,0,0,0,0,355,29,1,368,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1487",1489,0,2,12,1982,25,25,10,24,172,14,1,4,0,192,16,0,203,16,0,2,216,18,1,232,19,1,0,0,1,1,0,241,20,253,21,1,264,22,1,275,22,27,1,0,0,1,1,0,287,23,1,298,24,1,310,25,12,1,0,0,1,1,0,321,26,1,334,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1489",1491,1,1,5,1982,2,12,21,21,179,14,1,4,0,198,16,0,211,17,-4,3,224,18,6,235,19,2,1,0,1,1,0,248,20,260,21,2,271,22,1,283,23,2,2,1,1,1,1,0,296,24,2,307,25,3,318,26,6,2,1,0,1,1,0,330,27,1,342,28,2,"2","3","1","1","1","1","1","2","1","1","1","23","31","11","11","11","11","12","21","11","11"
"1491",1493,1,1,9,1983,1,1,1,1,163,13,1,4,1,184,15,1,195,16,1,4,208,17,3,220,18,3,0,0,0,1,0,231,19,242,20,2,255,21,2,266,22,1,2,0,0,0,0,0,279,23,3,289,24,2,301,25,1,2,0,0,0,0,0,314,26,2,326,27,2,"2","2","2","1","1","1","2","1","1","1","1","22","22","21","11","11","12","21","11","11","11"
"1492",1494,-4,2,12,1980,2,20,3,27,196,16,1,4,-4,216,17,-4,228,19,-4,1,241,20,1,252,21,1,0,0,1,0,0,264,22,276,23,2,289,24,1,299,24,27,1,0,0,1,1,1,313,26,3,322,26,1,335,27,-2,2,0,0,1,NA,1,345,28,2,361,30,2,"1","1","1","1","1","1","2","1","1","1","1","11","11","11","11","11","12","21","11","11","11"
"1493",1495,-4,2,6,1980,3,4,3,3,202,16,1,4,-4,223,18,-4,233,19,-4,6,246,20,6,258,21,6,1,0,1,1,1,270,22,281,23,6,293,24,6,305,25,12,6,0,1,1,1,1,317,26,6,331,27,6,342,28,4,4,0,0,1,1,1,352,29,7,365,30,6,"3","3","3","3","3","3","3","3","2","3","3","33","33","33","33","33","33","33","32","23","33"
"1494",1496,-4,2,12,1981,3,4,3,3,184,15,1,4,-4,205,17,-4,215,17,-4,2,228,19,1,240,20,2,0,0,0,0,0,254,21,263,21,1,275,22,2,287,23,27,3,0,0,0,1,0,299,24,1,310,25,1,323,26,25,1,0,0,0,0,0,334,27,1,348,28,1,"1","1","1","1","1","2","1","1","1","1","1","11","11","11","11","12","21","11","11","11","11"
"1495",1497,1,2,8,1982,-4,-4,-4,-4,178,14,1,4,1,195,16,1,207,17,1,3,221,18,2,234,19,3,1,0,0,1,0,245,20,254,21,3,269,22,4,280,23,3,2,1,1,0,1,0,291,24,3,302,25,4,314,26,3,6,1,1,1,1,1,328,27,7,339,28,6,"2","1","2","2","2","1","2","2","3","3","3","21","12","22","22","21","12","22","23","33","33"
"1496",1498,2,2,6,1984,8,3,3,3,156,12,1,4,2,174,14,1,185,15,5,7,199,16,7,212,17,7,0,0,1,1,1,222,18,233,19,6,247,20,5,257,21,12,7,1,0,1,1,1,270,22,7,280,23,7,294,24,12,4,0,0,1,1,1,304,25,3,317,26,6,"3","3","3","3","2","3","3","3","2","2","3","33","33","33","32","23","33","33","32","22","23"
"1497",1499,-4,2,8,1980,2,2,22,12,201,16,1,4,-4,220,18,-4,231,19,-4,6,245,20,3,256,21,5,1,1,1,1,0,268,22,279,23,3,291,24,3,304,25,2,3,0,0,1,1,0,316,26,5,327,27,3,339,28,2,3,1,0,1,1,1,350,29,3,362,30,3,"3","2","2","2","2","2","2","2","2","2","2","32","22","22","22","22","22","22","22","22","22"
"1498",1500,2,2,10,1982,11,11,11,11,175,14,1,1,3,194,16,4,204,17,-4,2,222,18,6,231,19,3,1,1,1,1,1,242,20,253,21,7,270,22,5,278,23,2,6,1,1,1,1,1,289,24,6,300,25,6,314,26,2,6,1,0,1,1,1,325,27,7,337,28,7,"1","3","2","3","2","3","3","3","3","3","3","13","32","23","32","23","33","33","33","33","33"
"1500",1502,4,2,1,1984,2,2,2,2,159,13,1,1,4,178,14,3,190,15,4,7,203,16,6,215,17,6,1,1,1,1,1,227,18,241,20,4,250,20,6,262,21,2,6,1,1,1,1,1,276,23,7,286,23,6,299,24,2,7,1,1,1,1,1,310,25,6,323,26,6,"3","3","3","2","3","3","3","3","3","3","3","33","33","32","23","33","33","33","33","33","33"
"1501",1503,-4,1,12,1980,1,1,-4,-4,194,16,1,4,-4,215,17,-4,227,18,-4,1,239,19,1,253,21,3,0,1,1,1,0,264,22,275,22,1,289,24,1,299,24,1,1,0,NA,1,1,0,312,26,2,324,27,1,336,28,1,1,0,0,1,1,0,347,28,1,359,29,2,"1","1","2","1","1","1","1","1","1","1","1","11","12","21","11","11","11","11","11","11","11"
"1502",1504,0,2,10,1983,1,1,-4,-4,160,13,1,4,0,181,15,1,194,16,0,6,205,17,1,218,18,5,1,0,1,0,0,230,19,241,20,5,256,21,2,265,22,1,2,NA,0,1,NA,0,278,23,2,289,24,1,302,25,1,2,1,0,0,NA,0,312,25,2,325,27,2,"3","1","2","2","1","1","1","1","1","1","1","31","12","22","21","11","11","11","11","11","11"
"1503",1505,4,1,11,1984,-4,-4,-4,-4,147,12,1,2,4,170,14,5,182,15,1,2,193,16,2,206,17,1,1,1,1,1,0,219,18,231,19,6,245,20,5,255,21,11,4,0,0,1,1,0,266,22,5,278,23,4,287,23,11,4,1,1,1,1,0,299,24,2,317,26,3,"1","1","1","3","2","2","2","2","2","1","2","11","11","13","32","22","22","22","22","21","12"
"1506",1508,0,1,9,1984,2,2,-4,-4,152,12,1,3,2,174,14,1,181,15,1,5,196,16,3,207,17,1,0,0,1,1,0,219,18,232,19,2,243,20,2,255,21,27,1,0,0,0,0,0,266,22,1,278,23,1,291,24,27,1,0,0,0,0,0,301,25,1,316,26,1,"2","2","1","1","1","1","1","1","1","1","1","22","21","11","11","11","11","11","11","11","11"
"1507",1509,3,2,11,1982,-4,-4,-4,-4,174,14,1,2,7,195,16,-4,204,16,-4,2,217,18,5,229,19,5,1,0,1,1,0,241,20,252,21,1,266,22,3,276,22,1,4,0,0,1,0,0,289,24,2,299,24,2,311,25,1,2,1,NA,0,1,0,324,27,6,336,28,6,"1","2","2","1","2","2","1","1","1","3","3","12","22","21","12","22","21","11","11","13","33"
"1509",1511,0,2,1,1982,1,32,-4,-4,181,15,1,4,0,203,16,0,214,17,0,1,227,18,1,239,19,2,0,0,1,1,0,251,20,263,21,1,275,22,1,287,23,25,1,0,NA,0,1,0,298,24,1,310,25,1,323,26,12,2,1,0,0,1,0,333,27,1,347,28,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1510",1512,0,2,5,1984,1,32,-4,-4,153,12,1,4,0,174,14,0,186,15,0,1,199,16,1,211,17,1,0,0,0,1,0,223,18,235,19,1,247,20,1,259,21,25,1,0,0,0,NA,0,270,22,1,282,23,1,295,24,27,1,0,0,0,1,0,305,25,1,319,26,5,"1","1","1","1","1","1","1","1","1","1","2","11","11","11","11","11","11","11","11","11","12"
"1511",1513,0,2,5,1984,1,32,-4,-4,153,12,1,4,0,174,14,0,186,15,0,2,199,16,2,211,17,1,0,0,0,1,0,223,18,235,19,1,247,20,1,258,21,37,1,0,0,0,1,0,270,22,1,282,23,1,296,24,24,2,0,0,0,0,0,306,25,1,318,26,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1513",1515,-4,1,8,1980,6,6,1,1,200,16,1,3,-4,222,18,-4,232,19,-4,1,245,20,1,257,21,1,0,0,0,0,0,269,22,280,23,1,294,24,1,305,25,6,1,0,0,1,0,0,317,26,2,327,27,1,338,28,27,1,0,0,0,0,0,350,29,1,364,30,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1514",1516,-4,2,11,1980,1,1,1,1,195,16,1,2,-4,216,18,-4,229,19,-4,6,241,20,5,253,21,3,1,1,1,1,0,266,22,276,23,5,290,24,3,301,25,1,3,1,NA,1,1,0,315,26,6,324,27,2,339,28,1,4,1,1,1,1,0,349,29,4,360,30,3,"3","2","2","2","2","2","3","1","2","2","2","32","22","22","22","22","23","31","12","22","22"
"1515",1517,7,2,5,1983,-4,-4,-4,-4,165,13,1,2,1,186,15,2,199,16,1,7,211,17,5,223,18,3,0,0,1,1,0,236,19,246,20,3,258,21,5,271,22,1,4,1,0,1,NA,1,283,23,3,294,24,3,306,25,1,3,NA,0,1,1,1,317,26,3,330,27,3,"3","2","2","2","2","2","2","2","2","2","2","32","22","22","22","22","22","22","22","22","22"
"1517",1519,-4,1,2,1984,-4,-4,-4,-4,156,13,1,3,-4,178,14,0,192,16,0,3,202,16,2,214,17,4,0,0,1,1,1,226,18,239,19,6,251,20,5,263,21,1,3,0,0,0,NA,0,274,22,3,284,23,2,296,24,12,4,0,0,NA,1,0,309,25,1,322,26,1,"2","1","2","3","2","2","2","1","2","1","1","21","12","23","32","22","22","21","12","21","11"
"1518",1520,1,1,2,1984,9,9,9,9,162,13,1,4,7,177,14,7,189,15,1,6,202,16,6,215,17,6,0,1,1,1,0,227,18,236,19,6,249,20,6,262,21,9,6,0,1,1,1,0,273,22,6,285,23,6,296,24,4,1,0,0,1,1,0,309,25,2,322,26,2,"3","3","3","3","3","3","3","3","1","1","1","33","33","33","33","33","33","33","31","11","11"
"1520",1522,7,1,2,1982,5,2,9,2,182,15,1,3,7,202,16,5,213,17,7,7,227,18,7,239,19,7,1,1,1,1,1,250,20,260,21,7,274,22,7,286,23,2,7,1,1,1,1,1,296,24,7,309,25,7,322,26,2,6,1,1,1,1,1,333,27,7,344,28,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"1522",1524,-4,2,9,1981,27,13,-4,-4,187,15,1,1,-4,206,17,-4,218,18,-4,7,232,19,7,243,20,7,1,1,1,1,1,254,21,266,22,7,280,23,7,290,24,31,7,1,0,1,1,1,303,25,7,313,26,7,325,27,31,7,1,0,1,1,1,337,28,7,349,29,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"1523",1525,-4,1,12,1980,2,12,-4,-4,200,16,1,1,-4,215,17,-4,228,19,-4,4,241,20,3,252,21,3,1,1,1,1,0,265,22,275,22,2,288,24,4,300,24,12,3,1,0,1,1,1,311,25,3,322,26,4,335,27,12,3,0,0,1,1,0,346,28,3,361,30,3,"2","2","2","1","2","2","2","2","2","2","2","22","22","21","12","22","22","22","22","22","22"
"1525",1527,1,2,8,1984,2,11,-4,-4,153,12,1,1,1,172,14,1,183,15,1,6,199,16,2,209,17,1,1,1,1,1,0,221,18,232,19,1,243,20,1,256,21,2,3,1,1,1,1,1,267,22,2,278,23,6,290,24,2,2,1,1,1,1,0,301,25,3,315,26,1,"3","1","1","1","1","2","1","3","1","2","1","31","11","11","11","12","21","13","31","12","21"
"1528",1530,-4,1,5,1980,1,1,1,1,203,16,1,4,-4,223,18,-4,234,19,-4,4,248,20,3,260,21,3,1,0,0,0,0,272,22,282,23,2,294,24,2,308,25,1,2,0,0,0,NA,0,320,26,2,329,27,2,341,28,1,2,0,0,0,1,0,353,29,2,365,30,2,"2","2","2","1","1","1","1","1","1","1","1","22","22","21","11","11","11","11","11","11","11"
"1530",1532,1,1,9,1982,6,6,-4,-4,176,14,1,4,0,194,16,0,205,17,0,2,219,18,2,231,19,2,0,0,1,1,0,244,20,254,21,6,267,22,1,280,23,3,1,1,0,1,1,0,292,24,1,304,25,1,314,26,6,1,0,1,0,1,0,325,27,1,338,28,1,"1","1","1","3","1","1","1","1","1","1","1","11","11","13","31","11","11","11","11","11","11"
"1531",1533,1,2,3,1982,5,5,5,5,182,15,1,4,1,200,16,1,212,17,1,6,225,18,3,238,19,4,0,0,1,1,0,250,20,261,21,4,273,22,5,284,23,5,3,1,0,0,1,0,296,24,3,311,25,4,321,26,5,4,0,0,1,1,0,332,27,4,345,28,3,"3","2","2","2","2","2","2","2","2","2","2","32","22","22","22","22","22","22","22","22","22"
"1532",1534,-4,2,5,1980,2,2,-4,-4,201,16,1,4,-4,225,18,-4,234,19,-4,4,248,20,1,258,21,2,1,0,1,1,1,272,22,282,23,1,294,24,5,307,25,27,6,1,1,1,1,1,317,26,2,329,27,5,342,28,2,1,1,0,1,1,1,352,29,4,366,30,3,"2","1","1","1","2","3","1","2","1","2","2","21","11","11","12","23","31","12","21","12","22"
"1533",1535,2,1,12,1982,2,2,-4,-4,171,14,1,4,0,194,16,-4,203,16,1,2,216,17,1,230,19,1,1,0,1,1,0,242,20,252,20,2,263,21,1,276,22,2,1,0,NA,1,1,1,287,23,2,298,24,1,311,25,2,1,1,0,1,0,1,321,26,1,335,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1535",1537,0,2,5,1983,-4,-4,-4,-4,165,13,1,4,1,188,15,0,199,16,-4,1,212,17,2,225,18,1,0,0,0,0,0,239,19,250,20,2,260,21,1,271,22,27,1,0,NA,1,1,1,282,23,1,295,24,1,308,25,6,1,0,1,1,0,0,319,26,1,329,27,1,"1","1","1","1","1","1","1","1","1","1","1","11","11","11","11","11","11","11","11","11","11"
"1538",1540,0,2,7,1984,-2,-2,1,1,152,12,1,4,1,173,14,0,184,15,0,6,196,16,2,209,17,1,0,1,0,0,0,221,18,232,19,1,244,20,2,257,21,27,2,0,0,1,1,1,270,22,1,279,23,2,291,24,27,1,0,NA,NA,NA,NA,304,25,1,317,26,1,"3","1","1","1","1","1","1","1","1","1","1","31","11","11","11","11","11","11","11","11","11"
"1539",1541,1,2,11,1984,2,2,1,2,149,12,1,4,0,170,14,0,180,14,0,2,192,16,2,204,16,1,0,0,0,0,0,218,18,232,19,2,242,20,4,258,21,999,1,0,0,0,1,0,266,22,1,278,23,1,290,24,27,2,0,NA,NA,NA,NA,299,24,1,313,26,1,"1","1","1","1","2","1","1","1","1","1","1","11","11","11","12","21","11","11","11","11","11"
"1540",1542,3,2,11,1983,18,18,18,18,161,13,1,2,1,181,15,3,192,16,1,3,204,17,6,217,18,6,1,1,1,1,0,229,19,242,20,6,253,21,6,264,22,18,6,1,1,1,1,0,276,23,6,289,24,6,301,25,18,6,1,1,1,1,0,314,26,6,326,27,6,"2","3","3","3","3","3","3","3","3","3","3","23","33","33","33","33","33","33","33","33","33"
"1541",1543,2,2,7,1982,12,12,12,12,176,14,1,4,3,198,16,3,208,17,-4,7,220,18,7,233,19,7,0,0,1,1,1,245,20,258,21,7,269,22,6,280,23,7,7,1,1,1,1,1,292,24,7,303,25,7,315,26,13,7,1,NA,1,1,1,326,27,7,340,28,7,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"1542",1544,2,2,5,1984,12,12,12,12,154,12,1,4,3,176,14,3,186,15,3,7,198,16,7,210,17,7,0,1,1,1,1,223,18,236,19,7,247,20,6,258,21,7,7,0,1,1,1,1,270,22,7,281,23,7,294,24,24,7,1,1,1,1,1,305,25,7,318,26,6,"3","3","3","3","3","3","3","3","3","3","3","33","33","33","33","33","33","33","33","33","33"
"1543",1545,0,1,7,1982,3,12,13,12,177,14,1,4,0,197,16,0,209,17,1,6,220,18,5,233,19,5,1,0,0,1,0,245,20,256,21,4,268,22,3,280,23,12,5,1,NA,0,1,0,292,24,3,303,25,3,315,26,8,3,0,NA,NA,NA,0,327,27,2,340,28,1,"3","2","2","2","2","2","2","2","2","1","1","32","22","22","22","22","22","22","22","21","11"
"1544",1546,7,2,11,1983,3,12,13,12,161,13,1,4,1,181,15,0,193,16,1,2,204,17,5,217,18,2,0,0,0,1,0,229,19,240,19,2,255,21,6,264,22,12,7,1,1,1,1,1,277,23,6,287,23,6,299,24,12,6,1,NA,1,1,1,311,25,3,324,27,4,"1","2","1","1","3","3","3","3","3","2","2","12","21","11","13","33","33","33","33","32","22"
"1547",1549,2,1,9,1984,1,1,1,1,151,12,1,2,2,170,14,1,182,15,2,4,195,16,5,208,17,6,1,1,1,1,0,221,18,231,19,3,243,20,4,257,21,1,5,1,0,1,1,0,267,22,3,281,23,6,292,24,12,5,0,0,1,1,1,300,24,3,318,26,5,"2","2","3","2","2","2","2","3","2","2","2","22","23","32","22","22","22","23","32","22","22"
"1548",1550,1,2,7,1982,3,3,2,2,177,14,1,4,-5,-5,-5,-5,-5,-5,-4,2,225,18,2,234,19,4,1,0,1,1,1,246,20,263,21,4,272,22,2,287,23,3,2,1,0,1,0,0,294,24,2,303,25,2,316,26,3,2,0,NA,1,1,1,327,27,4,341,28,3,"1","1","2","2","1","1","1","1","1","2","2","11","12","22","21","11","11","11","11","12","22"
"1549",1551,-4,2,5,1980,2,18,2,2,203,16,1,4,-4,224,18,-4,236,19,-4,3,247,20,2,260,21,2,0,0,1,1,0,270,22,282,23,2,295,24,1,306,25,18,1,0,0,1,1,0,318,26,2,329,27,2,343,28,18,3,0,0,1,1,0,354,29,1,368,30,1,"2","1","1","1","1","1","1","1","2","1","1","21","11","11","11","11","11","11","12","21","11"
